postcode,latitude,longitude
CH41 3RH,53.396375,-3.030156
CH41 6AJ,53.393049,-3.018678
CH41 8DB,53.398246,-3.04649
CH41 8DB,53.398246,-3.04649
CH42 0LQ,53.380029,-3.026531
CH42 2AG,53.372004,-3.006197
CH42 3TD,53.37556,-3.015028
CH43 0TS,53.371062,-3.060945
CH43 0TX,53.372631,-3.060475
CH43 3DB,53.364283,-3.051819
CH43 5RE,53.3852,-3.037525
CH43 9JW,53.378753,-3.064262
CH44 4AA,53.410071,-3.041967
CH44 5UF,53.415672,-3.045864
CH44 5UF,53.415672,-3.045864
CH44 8AT,53.4188,-3.027344
CH45 3HE,53.429065,-3.066347
CH45 3HF,53.429672,-3.063804
CH45 3NA,53.422188,-3.06136
CH45 4JG,53.421061,-3.044481
CH45 5LN,53.433652,-3.045613
CH46 0PE,53.39886,-3.110005
CH46 1SG,53.412239,-3.104694
CH46 2QQ,53.416622,-3.094473
CH46 6DE,53.399293,-3.116604
CH46 8SA,53.403551,-3.111975
CH47 8XA,53.399848,-3.155589
CH48 4HZ,53.373578,-3.183089
CH49 0TF,53.385151,-3.089591
CH49 3AT,53.377628,-3.121417
CH49 5PL,53.35904,-3.091342
CH49 7LP,53.370187,-3.086369
CH49 9DA,53.381475,-3.089543
CH60 7SG,53.329184,-3.100161
CH62 5HS,53.363119,-3.00005
CH62 6EE,53.322283,-2.971892
CH62 6EE,53.322283,-2.971892
CH62 7EU,53.331613,-2.977225
CH63 2JN,53.352653,-3.022853
CH63 2LR,53.350036,-3.023678
CH63 2LR,53.350036,-3.023678
CH63 7RX,53.350226,-3.004812
CH63 9JP,53.340959,-3.003678
CH64 2TN,53.292908,-3.011643
CH64 3RA,53.291818,-3.064349
CH64 4BN,53.28524,-3.053222
CH65 0DB,53.27886,-2.899307
CH65 2ER,53.285541,-2.896598
CH65 6TG,53.26751,-2.910629
CH65 9AD,53.276214,-2.904396
CH66 2WW,53.265192,-2.923444
CH66 3SP,53.276992,-2.937481
CM0 7AY,51.662831,0.826913
CM0 7TH,51.69335,0.882462
CM0 8SJ,51.632143,0.814512
CM1 1TR,51.740881,0.472887
CM1 3EH,51.732477,0.426548
CM1 3RW,51.726539,0.455723
CM1 4HW,51.749313,0.459513
CM1 4UU,51.754607,0.445546
CM11 2RE,51.613411,0.430504
CM12 0AH,51.630342,0.421077
CM12 0BJ,51.63123,0.422512
CM12 0UA,51.637337,0.413747
CM12 9DX,51.627393,0.416874
CM12 9LR,51.623206,0.418703
CM13 2NL,51.630891,0.331483
CM14 5WF,51.608567,0.292731
CM15 0HU,51.672335,0.291351
CM15 8AB,51.621757,0.307264
CM15 8AQ,51.62254,0.307768
CM15 8NN,51.63026,0.326872
CM15 9DY,51.626042,0.296471
CM16 4DA,51.700891,0.113507
CM16 6TL,51.706179,0.123958
CM17 0AX,51.784068,0.134039
CM17 9TG,51.767477,0.132734
CM18 6LY,51.757005,0.114548
CM18 6LY,51.757005,0.114548
CM18 6YJ,51.754515,0.090365
CM2 0DB,51.729966,0.476782
CM2 5EF,51.750584,0.510796
CM2 6ST,51.735096,0.505422
CM2 7EZ,51.719263,0.503562
CM2 7PY,51.725662,0.482571
CM20 1DS,51.770936,0.088979
CM20 3AX,51.774439,0.112828
CM20 3NT,51.769226,0.112194
CM21 0HH,51.807096,0.130457
CM21 9AQ,51.812546,0.147747
CM22 6LA,51.915799,0.228402
CM22 7EH,51.815207,0.20556
CM23 2LY,51.870223,0.15857
CM23 3AP,51.866761,0.161005
CM23 5JH,51.865482,0.174321
CM24 8XG,51.902094,0.200188
CM3 3DX,51.758518,0.544165
CM3 3LL,51.787396,0.477622
CM3 4EY,51.693177,0.581523
CM3 4QL,51.716637,0.587566
CM3 5QP,51.653143,0.605168
CM3 5QP,51.653143,0.605168
CM3 6AB,51.684982,0.760305
CM4 0FA,51.669624,0.384799
CM4 9NF,51.665331,0.448768
CM5 0AL,51.716849,0.246278
CM6 1AQ,51.871967,0.362574
CM6 1BH,51.870137,0.363263
CM6 2QN,51.95519,0.343457
CM7 2AE,51.879035,0.540809
CM7 3JN,51.877133,0.56007
CM7 4BQ,51.968572,0.454415
CM7 5SN,51.891364,0.557055
CM7 9BY,51.879812,0.552722
CM8 1BH,51.797477,0.637546
CM8 1TE,51.802287,0.622727
CM8 2DZ,51.803127,0.638265
CM8 2UX,51.800559,0.642825
CM8 3RQ,51.846567,0.622468
CM9 5DF,51.729336,0.678834
CM9 5GP,51.728379,0.68095
CM9 8RG,51.758668,0.831636
CO1 2QS,51.890029,0.909325
CO1 2RW,51.890029,0.909325
CO10 2AY,52.0382,0.725792
CO10 2DZ,52.048645,0.748846
CO10 7RF,52.102819,0.666951
CO10 8NY,52.078259,0.580469
CO10 9EP,52.076471,0.720724
CO11 1AA,51.945725,1.060732
CO11 2HD,51.940643,1.049676
CO12 3RS,51.932309,1.27275
CO12 4EX,51.933436,1.260654
CO12 5AD,51.905893,1.192902
CO13 9JT,51.837547,1.243916
CO14 8PA,51.849961,1.2713
CO15 1DA,51.787326,1.147433
CO15 1NJ,51.79169,1.14971
CO15 2NB,51.780622,1.117893
CO15 3AU,51.795466,1.148421
CO15 3PP,51.791434,1.151229
CO15 4TN,51.818131,1.162631
CO16 0EA,51.857976,1.161634
CO2 7GH,51.881819,0.892518
CO2 7UW,51.877487,0.898565
CO3 0PZ,51.884038,0.841809
CO3 4LN,51.88063,0.862797
CO3 8NZ,51.886031,0.829683
CO4 5JR,51.906851,0.902967
CO4 5LE,51.912436,0.896057
CO4 9SR,51.911087,0.918233
CO4 9YN,51.916473,0.921899
CO5 0HB,51.81024,0.751241
CO5 7HP,51.85767,0.945058
CO5 8RA,51.778305,0.919339
CO5 9AG,51.834359,0.697794
CO6 1UH,51.872936,0.684952
CO6 2SW,51.926625,0.695211
CO7 0DT,51.809863,1.021508
CO7 6RT,51.977179,1.026191
CO7 7LD,51.927073,0.985096
CO7 8PJ,51.855108,1.063741
CO7 9BA,51.856138,0.961234
CO9 1EX,51.941426,0.638128
CO9 3BY,51.990059,0.598962
CR0 0JA,51.344382,-0.018557
CR0 0JA,51.344382,-0.018557
CR0 0QL,51.353268,-0.015946
CR0 1ED,51.371253,-0.095012
CR0 1FE,51.370492,-0.099109
CR0 1FE,51.370492,-0.099109
CR0 2BZ,51.381806,-0.093079
CR0 2JJ,51.385869,-0.097391
CR0 3EW,51.388871,-0.120709
CR0 3PN,51.384809,-0.113061
CR0 4HN,51.360366,-0.107972
CR0 6AH,51.3789,-0.075378
CR0 6HA,51.381936,-0.083402
CR0 7AG,51.384191,-0.06415
CR0 7LJ,51.376293,-0.061851
CR0 8BH,51.375139,-0.044859
CR0 8NG,51.369778,-0.030275
CR0 8RG,51.374372,-0.045782
CR2 6AD,51.357113,-0.098109
CR2 6EX,51.350645,-0.098549
CR2 7DX,51.365279,-0.092613
CR2 7NG,51.345804,-0.066498
CR2 8DU,51.34499,-0.066791
CR2 8LG,51.342409,-0.064573
CR3 5XL,51.290561,-0.102825
CR3 6JU,51.280488,-0.07905
CR4 1BP,51.401824,-0.134454
CR4 1DL,51.40122,-0.146254
CR4 3DA,51.404579,-0.174025
CR4 3HS,51.410117,-0.167092
CR4 3LD,51.410792,-0.161946
CR4 3PR,51.407323,-0.181684
CR4 4DQ,51.398578,-0.178462
CR5 1HF,51.306622,-0.11783
CR5 2DR,51.323235,-0.141707
CR6 9LF,51.308017,-0.050005
CR6 9NW,51.312278,-0.057218
CR7 6AR,51.388514,-0.111913
CR7 6AR,51.388514,-0.111913
CR7 6JE,51.399457,-0.117457
CR7 7HQ,51.38816,-0.11114
CR7 7JH,51.39729,-0.103533
CR7 7JN,51.3951,-0.109359
CR7 7JN,51.3951,-0.109359
CR7 8JN,51.40452,-0.096821
CR7 8LY,51.401496,-0.100581
CR7 8RL,51.397745,-0.096093
CR8 2YL,51.34074,-0.114466
CR8 3EE,51.342242,-0.126281
CT1 1WL,51.284346,1.086682
CT1 3AP,51.274134,1.088478
CT1 3JH,51.274249,1.082981
CT10 2AJ,51.360634,1.433055
CT10 2SQ,51.362936,1.41893
CT10 2TR,51.366526,1.417675
CT11 8AD,51.33873,1.427223
CT11 8AD,51.33873,1.427223
CT11 9PR,51.336413,1.404935
CT12 4AB,51.334402,1.314866
CT12 6EW,51.343459,1.399222
CT12 6SU,51.34755,1.40704
CT13 9ET,51.274071,1.337364
CT14 7DN,51.217619,1.403174
CT14 7EQ,51.213297,1.399274
CT14 9BX,51.214766,1.385863
CT14 9LF,51.211966,1.376003
CT15 7ET,51.163193,1.23991
CT16 1BW,51.127408,1.312098
CT16 1EQ,51.129985,1.305771
CT16 1SF,51.128512,1.315702
CT16 2AE,51.137176,1.296734
CT17 9SG,51.12422,1.301586
CT18 8HY,51.129481,1.088833
CT18 8NS,51.12428,1.091273
CT19 4PU,51.087432,1.146056
CT19 5SR,51.089152,1.181851
CT2 0EF,51.304473,1.130308
CT2 7PB,51.296198,1.062127
CT20 1EJ,51.082363,1.177815
CT20 1JY,51.082581,1.181372
CT20 2HN,51.076576,1.159013
CT20 2SE,51.080423,1.173384
CT21 5JY,51.07155,1.087469
CT21 6BD,51.069106,1.08253
CT3 2HD,51.279887,1.27891
CT3 3BB,51.225484,1.202984
CT4 5BL,51.245984,1.128811
CT4 6UH,51.151863,1.109078
CT4 7JY,51.253788,1.00666
CT5 3SE,51.340885,1.012662
CT6 5NF,51.371328,1.121115
CT6 5RE,51.369704,1.125187
CT7 9HQ,51.376176,1.29762
CT8 8SN,51.383146,1.338299
CT9 1QY,51.390977,1.385348
CT9 3NR,51.390277,1.414787
CT9 5RE,51.379843,1.368001
CV1 2DL,52.405815,-1.491047
CV1 2DL,52.405815,-1.491047
CV1 3GB,52.403423,-1.518884
CV1 3HQ,52.407961,-1.527646
CV1 4FS,52.413455,-1.507828
CV1 4FS,52.413455,-1.507828
CV1 4FS,52.413455,-1.507828
CV1 4FS,52.413455,-1.507828
CV1 4JH,52.419528,-1.506534
CV1 5FX,52.412909,-1.506437
CV10 0JH,52.53723,-1.516318
CV10 0PB,52.536404,-1.521361
CV10 8EJ,52.52059,-1.492905
CV10 8LW,52.51662,-1.497961
CV10 9EB,52.533046,-1.50695
CV11 4SB,52.499906,-1.435663
CV11 4UZ,52.515151,-1.45237
CV11 5HX,52.526988,-1.477708
CV11 5LE,52.522055,-1.474524
CV11 5PQ,52.519765,-1.474926
CV11 5QT,52.519003,-1.469262
CV11 5TW,52.518995,-1.467458
CV11 6AB,52.526837,-1.458215
CV11 6HH,52.535263,-1.446916
CV12 0AJ,52.479427,-1.491376
CV12 8LH,52.477262,-1.475043
CV12 8NQ,52.478626,-1.472657
CV12 9JB,52.476454,-1.423139
CV12 9JE,52.476714,-1.419352
CV2 1AB,52.428369,-1.454284
CV2 1XA,52.435643,-1.464197
CV2 2RH,52.437565,-1.444418
CV2 2SW,52.422557,-1.443709
CV2 3NF,52.419531,-1.469906
CV2 4LJ,52.412774,-1.482836
CV2 4LJ,52.412774,-1.482836
CV2 5EP,52.416818,-1.458323
CV2 5NB,52.406134,-1.465436
CV21 1JF,52.390542,-1.241431
CV21 2DN,52.37176,-1.265461
CV21 2DN,52.37176,-1.265461
CV21 3AQ,52.370692,-1.25148
CV21 3HX,52.377247,-1.25441
CV21 3HX,52.377247,-1.25441
CV21 3QF,52.371909,-1.252062
CV21 3SP,52.371743,-1.265473
CV22 6AP,52.337874,-1.290193
CV23 0LU,52.41228,-1.361421
CV23 9NH,52.35048,-1.399088
CV3 1EG,52.397341,-1.475786
CV3 1JB,52.405976,-1.484577
CV3 2FD,52.39978,-1.446465
CV3 3AD,52.385128,-1.472557
CV3 3DG,52.387714,-1.459978
CV3 3DP,52.388981,-1.463131
CV3 5PZ,52.391415,-1.503924
CV3 5PZ,52.391415,-1.503924
CV3 6EA,52.382242,-1.527591
CV3 6GQ,52.390005,-1.51543
CV31 1NE,52.284514,-1.525278
CV31 1SA,52.278398,-1.511374
CV31 2BB,52.283202,-1.529997
CV31 2LT,52.262422,-1.52592
CV32 4RA,52.29289,-1.532618
CV32 5SS,52.294043,-1.531715
CV32 7AT,52.305893,-1.518523
CV33 9HR,52.236945,-1.458117
CV34 4NA,52.283327,-1.584098
CV34 5GJ,52.289281,-1.560588
CV34 6DZ,52.268666,-1.53869
CV34 6JY,52.268838,-1.608604
CV35 0LP,52.15797,-1.510351
CV35 8SA,52.282852,-1.62301
CV35 9RH,52.19634,-1.593808
CV36 4BQ,52.067777,-1.623302
CV37 6HE,52.19055,-1.709924
CV37 6HJ,52.194836,-1.71272
CV37 6PP,52.193728,-1.713746
CV37 8TA,52.120514,-1.743002
CV4 8FT,52.394598,-1.559354
CV4 9DR,52.404323,-1.560517
CV4 9PL,52.40723,-1.579265
CV4 9PN,52.406833,-1.578558
CV47 0FG,52.247706,-1.398312
CV47 1NY,52.251212,-1.385752
CV47 2YG,52.168558,-1.390136
CV5 6EU,52.40025,-1.53274
CV5 6HY,52.40257,-1.532401
CV5 9BD,52.424696,-1.568432
CV5 9JE,52.413015,-1.555343
CV6 1HS,52.419893,-1.525425
CV6 2FL,52.437994,-1.531085
CV6 2FL,52.437994,-1.531085
CV6 3FA,52.431352,-1.517874
CV6 3HZ,52.423674,-1.522311
CV6 4DD,52.441056,-1.508316
CV6 4HN,52.448999,-1.511508
CV6 5AR,52.428676,-1.501674
CV6 5BG,52.426805,-1.494944
CV6 5DF,52.425013,-1.49837
CV6 5LL,52.432142,-1.498333
CV6 6DR,52.449933,-1.48555
CV6 6DR,52.449933,-1.48555
CV7 7RW,52.394956,-1.64379
CV7 8FD,52.510359,-1.585355
CV8 1JD,52.342998,-1.577462
CV8 1JP,52.34151,-1.575817
CV8 3HG,52.376806,-1.392727
CV9 1DB,52.576642,-1.548378
CV9 1EU,52.578489,-1.542368
CW1 3AW,53.098813,-2.45397
CW1 3AW,53.098813,-2.45397
CW1 3HB,53.102346,-2.453857
CW1 5HA,53.09787,-2.427003
CW1 5QY,53.097684,-2.394938
CW10 9BE,53.190456,-2.44621
CW10 9BH,53.192316,-2.443984
CW11 1EQ,53.144648,-2.367396
CW12 1DY,53.165084,-2.211414
CW12 1JP,53.163762,-2.216792
CW12 1QG,53.163044,-2.205795
CW2 5DA,53.06655,-2.453958
CW3 0AH,52.989615,-2.508717
CW3 9BJ,53.02466,-2.368641
CW3 9NQ,52.999856,-2.345126
CW4 7BB,53.20021,-2.355851
CW5 5NX,53.068155,-2.518506
CW5 5NX,53.068155,-2.518506
CW5 5NX,53.068155,-2.518506
CW5 8EW,53.024859,-2.605295
CW6 0BE,53.158971,-2.665523
CW6 0BE,53.158971,-2.665523
CW6 0QG,53.206845,-2.71235
CW6 9PE,53.116827,-2.649377
CW7 1AT,53.191333,-2.530288
CW7 1AT,53.191333,-2.530288
CW7 1AT,53.191333,-2.530288
CW7 1LY,53.183101,-2.542488
CW7 3GY,53.195539,-2.504342
CW8 3EU,53.262306,-2.577505
CW8 4AZ,53.253804,-2.537387
CW8 4LF,53.27167,-2.544179
CW9 5EX,53.260251,-2.514081
CW9 5HR,53.258203,-2.512184
CW9 5QU,53.26238,-2.504274
CW9 7DB,53.257712,-2.489437
DA1 1HP,51.441836,0.21554
DA1 1QY,51.440747,0.236993
DA1 1QY,51.440747,0.236993
DA1 2HA,51.445864,0.207043
DA1 2HA,51.445864,0.207043
DA1 2JP,51.442468,0.214952
DA1 4ER,51.4502,0.18058
DA1 5ND,51.452866,0.230036
DA11 0HN,51.440346,0.363195
DA11 0LL,51.433667,0.367195
DA11 8BZ,51.43495,0.343522
DA11 8RD,51.433241,0.351088
DA12 1EN,51.441238,0.371171
DA12 2EN,51.443932,0.369986
DA12 2HU,51.435136,0.390394
DA12 5BW,51.42085,0.370725
DA13 0AH,51.368901,0.359744
DA13 9LB,51.407056,0.352333
DA14 4TA,51.42792,0.10555
DA14 6BU,51.42356,0.105939
DA15 7DS,51.431445,0.102029
DA15 8DF,51.439755,0.088913
DA16 2AT,51.460844,0.107972
DA16 2HE,51.463176,0.097296
DA16 2JZ,51.454007,0.104087
DA16 3HQ,51.465911,0.109656
DA16 3RE,51.464561,0.09579
DA17 5LQ,51.482567,0.144376
DA2 8BS,51.424657,0.28731
DA3 7QD,51.3978,0.300332
DA4 0JU,51.376687,0.230427
DA4 9AB,51.403711,0.243172
DA5 1HU,51.442846,0.144397
DA6 7LP,51.454049,0.147415
DA7 5HL,51.472278,0.139516
DA7 5RB,51.47506,0.127967
DA7 6DL,51.461251,0.158766
DA7 6HZ,51.465721,0.15234
DA8 1RQ,51.479649,0.180746
DA8 2HS,51.470505,0.189787
DA8 3DB,51.476927,0.166001
DE1 1DZ,52.924816,-1.485624
DE1 1FW,52.924019,-1.49039
DE1 1JX,52.92115,-1.481767
DE1 1PG,52.919174,-1.48014
DE1 1TH,52.917154,-1.478662
DE1 3AZ,52.929325,-1.480688
DE11 0AE,52.774808,-1.559331
DE11 0HU,52.785181,-1.573891
DE11 0PP,52.7758,-1.562509
DE11 7JE,52.770685,-1.536503
DE11 9JT,52.760758,-1.576841
DE12 7HR,52.704867,-1.508586
DE13 0TE,52.821426,-1.647852
DE13 7AS,52.733084,-1.745402
DE13 8LT,52.761751,-1.725223
DE13 8PD,52.767984,-1.793174
DE13 9NA,52.858454,-1.686273
DE14 1SL,52.808047,-1.626064
DE14 2JA,52.810997,-1.644613
DE14 3EY,52.786495,-1.673518
DE14 3LS,52.794382,-1.643586
DE14 3RH,52.799271,-1.633955
DE15 0EP,52.805914,-1.595242
DE15 9AW,52.795149,-1.621335
DE15 9QD,52.785524,-1.624908
DE21 6AT,52.926696,-1.457651
DE21 6LA,52.928801,-1.432644
DE21 7RJ,52.921075,-1.404292
DE22 1FT,52.932259,-1.49217
DE22 2DS,52.955553,-1.479808
DE22 2QN,52.944151,-1.495883
DE23 3TX,52.891826,-1.531641
DE23 6QQ,52.90635,-1.481022
DE23 8AL,52.896347,-1.485797
DE23 8JX,52.911084,-1.467954
DE23 8NQ,52.905166,-1.475341
DE23 8RJ,52.90097,-1.477949
DE23 8RJ,52.90097,-1.477949
DE24 0GE,52.893808,-1.429622
DE24 8QJ,52.898298,-1.432388
DE3 0HA,52.907111,-1.54633
DE3 9BJ,52.907481,-1.53732
DE4 2EU,53.160898,-1.587022
DE4 3FD,53.139049,-1.552922
DE4 3NL,53.140474,-1.556557
DE4 4JG,53.077623,-1.571366
DE4 5PB,53.084861,-1.483358
DE45 1ED,53.211674,-1.676377
DE45 1SP,53.246144,-1.617823
DE5 3HR,53.04704,-1.405723
DE5 3TH,53.042198,-1.402822
DE55 1LU,53.074348,-1.372226
DE55 2AA,53.104495,-1.343137
DE55 4JJ,53.082351,-1.3726
DE55 5PS,53.146215,-1.338825
DE55 7AH,53.097732,-1.391868
DE55 7DW,53.098493,-1.387885
DE56 0JB,53.031079,-1.455178
DE56 1AY,53.0241,-1.484996
DE56 4GG,52.985104,-1.486919
DE6 1DR,53.012862,-1.737589
DE6 1RR,53.013356,-1.737497
DE6 3BX,52.96943,-1.624927
DE6 5HY,52.886433,-1.761284
DE65 5GZ,52.868345,-1.630894
DE65 6QT,52.850285,-1.566835
DE7 5AN,52.962668,-1.30159
DE7 5PR,52.966452,-1.304838
DE7 5PZ,52.968251,-1.308041
DE7 5QS,52.968816,-1.307927
DE7 6AX,53.001503,-1.422636
DE7 6GR,52.966624,-1.359163
DE7 8ES,52.978912,-1.312469
DE72 3HG,52.912321,-1.378481
DE73 6SW,52.872983,-1.430523
DE73 8EF,52.821712,-1.429546
DE74 2EL,52.836503,-1.277947
DE74 2LB,52.842673,-1.337386
DE75 7AL,53.017188,-1.342614
DE75 7DX,53.011206,-1.351707
DE75 7HA,53.013187,-1.349087
DH1 1QW,54.778753,-1.56716
DH1 2QW,54.786148,-1.52816
DH1 2UW,54.7856,-1.525818
DH1 5BH,54.795754,-1.587136
DH2 1HS,54.873325,-1.60356
DH2 2NJ,54.857862,-1.60979
DH2 3DJ,54.851721,-1.597685
DH3 2QT,54.891881,-1.576441
DH3 3QD,54.855636,-1.573113
DH3 3SL,54.859304,-1.57348
DH3 4LE,54.837249,-1.543118
DH4 4DN,54.842322,-1.469175
DH4 4LE,54.865685,-1.483326
DH4 4RB,54.866414,-1.498711
DH4 4RW,54.866868,-1.495464
DH4 5EQ,54.845023,-1.478747
DH4 6RQ,54.811101,-1.504981
DH5 9EZ,54.825347,-1.449116
DH6 2LQ,54.760836,-1.388144
DH6 2LT,54.763217,-1.386241
DH6 2TH,54.800244,-1.410087
DH6 4DH,54.714672,-1.504356
DH6 5AL,54.73626,-1.527264
DH7 0BD,54.825105,-1.712272
DH7 0LP,54.819862,-1.738673
DH7 6JW,54.81962,-1.628363
DH7 7DG,54.783437,-1.636142
DH7 8NH,54.748296,-1.628911
DH7 9YT,54.800365,-1.66976
DH8 0BW,54.866692,-1.843867
DH8 5YA,54.851312,-1.827759
DH8 6DP,54.860562,-1.805988
DH9 0AB,54.870038,-1.698065
DH9 7TD,54.856763,-1.73549
DH9 7XT,54.857648,-1.737588
DH9 8AD,54.869939,-1.701373
DL1 3RT,54.546281,-1.525004
DL1 4YL,54.517256,-1.542648
DL1 5JN,54.521051,-1.548259
DL1 5LW,54.523273,-1.548606
DL10 4BB,54.406363,-1.741713
DL10 4UJ,54.404898,-1.738342
DL10 6HB,54.39818,-1.614771
DL10 7LD,54.378379,-1.632068
DL11 6SU,54.387708,-1.94543
DL11 7TH,54.496518,-1.684645
DL12 0QE,54.623041,-2.079758
DL12 8HT,54.545708,-1.916151
DL13 2XD,54.746005,-2.002656
DL13 5AF,54.612773,-1.804102
DL13 5NX,54.626551,-1.836075
DL14 6AB,54.656611,-1.678241
DL14 6RP,54.648085,-1.678996
DL14 7EJ,54.659158,-1.676211
DL14 9SU,54.620132,-1.758629
DL15 0EQ,54.710276,-1.694336
DL15 9HU,54.716993,-1.747262
DL16 6ED,54.699817,-1.599142
DL16 6QA,54.699634,-1.598213
DL17 8JJ,54.689783,-1.556828
DL17 9LH,54.703225,-1.522744
DL2 1BY,54.514806,-1.447921
DL2 2DS,54.483444,-1.544074
DL2 3BE,54.546247,-1.731117
DL3 0PD,54.538825,-1.552252
DL3 6HZ,54.532362,-1.566648
DL3 7JR,54.527221,-1.559007
DL3 8SQ,54.527924,-1.579281
DL3 9JP,54.534216,-1.577585
DL4 2HP,54.634883,-1.643638
DL5 4SE,54.62963,-1.580139
DL5 5LH,54.617549,-1.57186
DL5 5NH,54.618581,-1.576495
DL7 8AW,54.328376,-1.446534
DL7 8FW,54.335631,-1.439147
DL8 2AT,54.285722,-1.593125
DL8 3QR,54.304282,-2.197038
DL8 5EP,54.309299,-1.825591
DL9 3JD,54.376221,-1.721828
DN1 1JS,53.524012,-1.13041
DN1 2DS,53.522191,-1.125983
DN1 2EG,53.520707,-1.12309
DN1 2ET,53.525476,-1.124029
DN1 2EU,53.525937,-1.123235
DN1 2JP,53.525895,-1.122346
DN1 3AP,53.520465,-1.137177
DN10 6RQ,53.431872,-1.01945
DN10 6RQ,53.431872,-1.01945
DN11 0LP,53.475939,-1.075072
DN11 0PQ,53.479611,-1.082647
DN11 9NA,53.433045,-1.110773
DN12 1JD,53.480846,-1.193951
DN12 1JD,53.480846,-1.193951
DN12 3JW,53.482282,-1.237653
DN12 3JW,53.482282,-1.237653
DN12 4AB,53.490666,-1.245792
DN14 6JD,53.707031,-0.872899
DN14 6RU,53.714799,-0.875479
DN14 7DD,53.744175,-0.869404
DN14 9DY,53.689286,-1.024414
DN15 6HX,53.592443,-0.651828
DN15 6HX,53.592443,-0.651828
DN15 7AN,53.585459,-0.661774
DN15 7PG,53.588137,-0.6534
DN15 9TA,53.652511,-0.606876
DN16 2AB,53.570914,-0.655287
DN16 2AB,53.570914,-0.655287
DN16 2UT,53.566147,-0.6542
DN16 3LG,53.558363,-0.65185
DN17 1YH,53.574731,-0.682441
DN17 3DR,53.587765,-0.74094
DN18 5ER,53.684236,-0.439445
DN18 5PU,53.685751,-0.443862
DN20 8AS,53.553584,-0.491823
DN20 8NT,53.551684,-0.495121
DN20 9ED,53.510462,-0.525672
DN21 2DJ,53.399191,-0.777679
DN21 2UQ,53.411776,-0.780572
DN21 4PQ,53.474089,-0.594073
DN21 5JZ,53.350874,-0.685688
DN22 0AB,53.332038,-0.822245
DN22 6FB,53.324335,-0.943319
DN22 7XF,53.325488,-0.950634
DN22 7XF,53.325488,-0.950634
DN3 2DB,53.539709,-1.061822
DN3 3AH,53.53633,-1.05856
DN31 1QZ,53.563108,-0.091675
DN31 1QZ,53.563108,-0.091675
DN31 2BH,53.567843,-0.108808
DN31 2BH,53.567843,-0.108808
DN31 3AE,53.573306,-0.058663
DN31 3AE,53.573306,-0.058663
DN31 3AE,53.573306,-0.058663
DN32 7DL,53.572249,-0.068703
DN32 7DL,53.572249,-0.068703
DN32 9SW,53.557292,-0.066189
DN32 9SW,53.557292,-0.066189
DN33 3JF,53.536399,-0.094601
DN34 4GB,53.564436,-0.112579
DN34 4GB,53.564436,-0.112579
DN34 5DX,53.557415,-0.105231
DN34 5LP,53.550655,-0.113968
DN35 0LN,53.548659,-0.034732
DN35 7XE,53.566223,-0.041414
DN35 8EB,53.557,-0.037731
DN36 5RT,53.46502,-0.056751
DN38 6HZ,53.57413,-0.403585
DN4 0TG,53.507078,-1.151432
DN4 0TH,53.507052,-1.151942
DN4 6BU,53.506609,-1.073937
DN40 1JW,53.618771,-0.205325
DN40 3EL,53.629908,-0.260335
DN41 7JB,53.577708,-0.171864
DN5 0AT,53.546091,-1.146788
DN5 0JX,53.551038,-1.14853
DN5 7ET,53.522372,-1.269604
DN5 8DA,53.521574,-1.161562
DN5 8QE,53.536803,-1.168008
DN5 9PQ,53.543902,-1.165168
DN6 0HZ,53.615496,-1.148909
DN6 0HZ,53.615496,-1.148909
DN6 8AG,53.583307,-1.186008
DN7 4BY,53.562539,-1.02783
DN7 5AF,53.600285,-1.030051
DN7 6JH,53.574793,-1.008445
DN8 4BQ,53.613648,-0.966348
DN8 4BQ,53.613648,-0.966348
DN9 1EP,53.525913,-0.821916
DT1 1LD,50.713004,-2.42746
DT1 1QR,50.710842,-2.438319
DT1 2EW,50.707797,-2.444395
DT1 2FD,50.713502,-2.457579
DT1 2FD,50.713502,-2.457579
DT10 1QU,50.92817,-2.303848
DT11 0AT,50.819088,-2.272561
DT11 7BH,50.858974,-2.165227
DT2 7JG,50.809243,-2.474324
DT2 8FY,50.746236,-2.341944
DT3 4NS,50.668698,-2.568038
DT4 7BY,50.616587,-2.452679
DT4 7DW,50.614038,-2.456061
DT4 7LE,50.625193,-2.457512
DT4 9BE,50.594634,-2.475127
DT4 9QX,50.602187,-2.464849
DT5 2BJ,50.544008,-2.437275
DT6 5BN,50.734243,-2.768036
DT7 3LS,50.729896,-2.946727
DT8 3EQ,50.809471,-2.73823
DT9 3DG,50.948203,-2.508578
DT9 4DL,50.953273,-2.513702
DT9 5FH,50.967842,-2.470825
DT9 6LG,50.893964,-2.577501
DY1 1RN,52.510285,-2.089137
DY1 1RT,52.509537,-2.090683
DY1 2BY,52.514234,-2.097323
DY1 2BY,52.514234,-2.097323
DY1 2ER,52.501399,-2.107892
DY1 2QD,52.512922,-2.096805
DY1 2TY,52.515734,-2.118237
DY1 3QZ,52.529005,-2.099278
DY10 2BG,52.389054,-2.246484
DY10 2JG,52.388623,-2.250714
DY10 3AA,52.39112,-2.231468
DY10 4SF,52.361961,-2.158038
DY11 5TH,52.411141,-2.253448
DY11 6SF,52.38419,-2.261095
DY11 6SF,52.38419,-2.261095
DY12 2EG,52.376765,-2.315947
DY13 0AA,52.335398,-2.28383
DY14 8DB,52.37752,-2.485608
DY2 0EF,52.477577,-2.092147
