postcode,latitude,longitude
N8 0RP,51.583629,-0.099682
N8 8AE,51.577924,-0.125696
N8 8HJ,51.579178,-0.127301
N8 8JD,51.583422,-0.131013
N8 8SU,51.581454,-0.125836
N9 0TW,51.623784,-0.059836
N9 0TW,51.623784,-0.059836
N9 0TW,51.623784,-0.059836
N9 0TW,51.623784,-0.059836
N9 7HD,51.632548,-0.054144
N9 7HD,51.632548,-0.054144
N9 7HD,51.632548,-0.054144
N9 8AJ,51.638067,-0.046057
N9 9HJ,51.628865,-0.07691
N9 9PU,51.628184,-0.066511
NE1 7XR,54.975033,-1.614763
NE10 0RR,54.954718,-1.540366
NE10 8PH,54.943729,-1.545877
NE10 9QG,54.947972,-1.568124
NE10 9QG,54.947972,-1.568124
NE11 9FJ,54.952972,-1.639079
NE12 6HS,55.037289,-1.564066
NE12 6HS,55.037289,-1.564066
NE12 8LS,55.012063,-1.584058
NE12 9BQ,55.020362,-1.56758
NE13 6JJ,55.04614,-1.628825
NE13 6LN,55.048256,-1.624517
NE15 6TQ,54.973288,-1.675863
NE15 8LX,54.985644,-1.743614
NE15 9PA,54.992882,-1.758854
NE16 4PD,54.94538,-1.677226
NE16 5LP,54.922936,-1.675081
NE16 6HU,54.90557,-1.740442
NE17 7BU,54.919792,-1.813484
NE17 7SB,54.903623,-1.816527
NE2 1JQ,54.988036,-1.603419
NE2 3LD,54.996385,-1.609261
NE20 9SD,55.051757,-1.750046
NE20 9SD,55.051757,-1.750046
NE21 4RD,54.955173,-1.723602
NE21 4RD,54.955173,-1.723602
NE21 5AE,54.964222,-1.712729
NE22 6JX,55.1322,-1.598682
NE22 7DU,55.140811,-1.564429
NE23 6QN,55.084481,-1.591516
NE23 6QN,55.084481,-1.591516
NE23 6US,55.084727,-1.58708
NE23 7EF,55.063632,-1.548435
NE24 1DX,55.127873,-1.514936
NE24 1HD,55.128814,-1.514234
NE25 0BW,55.07062,-1.525885
NE25 9PH,55.036766,-1.472833
NE25 9XJ,55.048083,-1.473391
NE26 1DU,55.04277,-1.450441
NE26 1NA,55.046268,-1.451082
NE26 2ND,55.04141,-1.43996
NE26 3LW,55.044021,-1.456934
NE27 0HJ,55.03768,-1.506713
NE27 0HJ,55.03768,-1.506713
NE28 0AD,54.996631,-1.499747
NE28 6BB,54.996309,-1.529245
NE28 8QU,54.992023,-1.536549
NE29 0DZ,55.009056,-1.451074
NE29 0HQ,55.010941,-1.450673
NE29 0HT,55.010031,-1.450123
NE29 0SF,55.011193,-1.456596
NE29 6HT,55.00092,-1.474775
NE3 1DQ,55.009008,-1.622804
NE3 1NB,55.001366,-1.61867
NE3 1NU,55.002176,-1.619085
NE3 1TX,55.007199,-1.618943
NE3 2PE,55.013929,-1.64537
NE3 5NF,55.026814,-1.62775
NE31 1NU,54.97385,-1.52187
NE31 1NU,54.97385,-1.52187
NE31 2SP,54.973361,-1.507378
NE32 3UX,54.980657,-1.491977
NE32 3UX,54.980657,-1.491977
NE32 5AG,54.978067,-1.491494
NE32 5SE,54.977881,-1.496449
NE33 3ET,54.988381,-1.420585
NE33 4DX,54.987314,-1.426712
NE33 4EG,54.98753,-1.424863
NE33 4JP,54.984988,-1.431179
NE33 4QY,54.975577,-1.438064
NE33 5DU,54.987693,-1.436785
NE33 5DU,54.987693,-1.436785
NE34 0BX,54.973054,-1.440661
NE34 6RE,54.980464,-1.400136
NE34 8PS,54.971291,-1.415301
NE34 9BP,54.972635,-1.455226
NE35 9AN,54.949762,-1.460703
NE35 9AN,54.949762,-1.460703
NE37 2PU,54.913411,-1.524864
NE37 2PU,54.913411,-1.524864
NE37 2PU,54.913411,-1.524864
NE38 7NQ,54.898787,-1.531242
NE38 7NQ,54.898787,-1.531242
NE38 9AB,54.88104,-1.531354
NE38 9EH,54.880193,-1.547496
NE4 5AB,54.976621,-1.640355
NE4 6SH,54.969316,-1.640452
NE4 7JT,54.968173,-1.630965
NE4 8AY,54.974185,-1.646236
NE4 8QB,54.969004,-1.66023
NE4 9QB,54.976209,-1.656263
NE4 9XD,54.984496,-1.660225
NE40 4US,54.965705,-1.787502
NE42 5DQ,54.961364,-1.845609
NE42 5HR,54.962605,-1.845745
NE42 5PW,54.961947,-1.853348
NE43 7LL,54.947131,-1.897791
NE45 5LG,54.973862,-2.012702
NE46 1QJ,54.970372,-2.095702
NE46 1QJ,54.970372,-2.095702
NE46 4BU,55.036036,-2.125343
NE47 6LA,54.975681,-2.250059
NE48 2HE,55.14384,-2.257998
NE49 9AP,54.970071,-2.46484
NE5 1LJ,54.996686,-1.715188
NE5 2LH,54.997777,-1.686811
NE5 2QW,54.993142,-1.698725
NE5 2UY,54.983928,-1.686387
NE5 4BS,55.006997,-1.687411
NE6 1SA,54.97833,-1.579858
NE6 1SG,54.977507,-1.583491
NE6 2NN,54.966674,-1.55655
NE6 3BS,54.972439,-1.545226
NE6 4QD,54.989373,-1.56163
NE6 5SL,54.989186,-1.576728
NE61 1BJ,55.169477,-1.689718
NE61 1JX,55.171694,-1.683424
NE61 1JX,55.171694,-1.683424
NE61 4EG,55.172746,-1.940563
NE61 5LX,55.240248,-1.62051
NE62 5RA,55.157579,-1.604109
NE63 0NG,55.171195,-1.561193
NE65 7UW,55.309091,-1.91181
NE65 9SF,55.293337,-1.603642
NE66 2NL,55.410077,-1.6967
NE7 7TD,55.006365,-1.578629
NE7 7XX,55.008904,-1.577226
NE70 7ER,55.595956,-1.826104
NE71 6BL,55.546525,-2.01842
NE8 1AD,54.962972,-1.603663
NE8 1AD,54.962972,-1.603663
NE8 1HR,54.961848,-1.602943
NE8 1NB,54.956479,-1.604309
NE8 1RQ,54.954302,-1.60628
NE8 2PQ,54.955041,-1.624851
NE8 2UR,54.954644,-1.614912
NE8 2XB,54.952781,-1.617038
NE8 4DP,54.956416,-1.601653
NE9 5EY,54.935038,-1.599055
NE9 5XY,54.93841,-1.594199
NE9 6YS,54.933065,-1.584202
NE9 7AD,54.926384,-1.570427
NG1 3LW,52.957269,-1.146342
NG1 6LD,52.95454,-1.152649
NG10 1QQ,52.898622,-1.27255
NG10 1RY,52.901526,-1.272531
NG10 1RY,52.901526,-1.272531
NG10 4NP,52.904266,-1.28258
NG10 5HZ,52.922505,-1.294323
NG11 6HD,52.891589,-1.151366
NG11 8AD,52.906008,-1.175662
NG11 8EW,52.903846,-1.176253
NG11 8EW,52.903846,-1.176253
NG11 8NS,52.913127,-1.186915
NG12 2GD,52.946139,-1.03822
NG13 0AN,52.94236,-0.804504
NG13 8FD,52.952913,-0.954655
NG13 8NY,52.978633,-0.957576
NG14 5BG,52.988246,-1.042407
NG14 6FP,53.037134,-1.081907
NG15 6DY,53.029901,-1.207389
NG15 7JE,53.035376,-1.206141
NG15 7JP,53.034978,-1.2057
NG15 7UA,53.036527,-1.199437
NG16 2GE,53.007402,-1.284166
NG16 2NB,52.996137,-1.251856
NG16 3BS,53.016064,-1.307753
NG16 3HU,53.012137,-1.298677
NG16 5JW,53.058873,-1.336566
NG16 6BT,53.070194,-1.299871
NG17 1AT,53.123444,-1.263456
NG17 1ES,53.122839,-1.267337
NG17 1JW,53.117767,-1.280166
NG17 2NF,53.128813,-1.297946
NG17 3EE,53.142337,-1.273344
NG17 7AE,53.10176,-1.248741
NG17 7BG,53.100062,-1.244634
NG17 7BG,53.100062,-1.244634
NG17 7DG,53.106834,-1.236479
NG17 7LG,53.100331,-1.244584
NG17 9JB,53.07651,-1.256047
NG18 1EE,53.141734,-1.196468
NG18 1QA,53.146989,-1.202455
NG18 1QB,53.146592,-1.203539
NG18 1QQ,53.147336,-1.200505
NG18 2LT,53.147091,-1.182896
NG18 5GG,53.141121,-1.206764
NG18 5PF,53.144123,-1.203958
NG19 0FW,53.157488,-1.137878
NG19 6AB,53.14969,-1.205754
NG19 7PE,53.175809,-1.250873
NG19 8BL,53.164015,-1.19309
NG2 2JG,52.943574,-1.147343
NG2 2JG,52.943574,-1.147343
NG2 4PJ,52.951951,-1.13475
NG2 6PS,52.924252,-1.100495
NG2 7PG,52.930754,-1.132344
NG2 7PX,52.92973,-1.13217
NG2 7SD,52.930476,-1.144908
NG2 7SD,52.930476,-1.144908
NG20 0BP,53.207243,-1.152629
NG20 0BP,53.207243,-1.152629
NG20 8DG,53.202417,-1.215692
NG21 0AD,53.116754,-1.118803
NG21 0JP,53.118999,-1.107641
NG21 0RB,53.100674,-1.119267
NG21 9QS,53.193988,-1.06422
NG22 0HT,53.231324,-0.890883
NG22 8QB,53.141912,-1.032629
NG22 9SZ,53.207012,-1.006833
NG23 5FR,52.997585,-0.759425
NG23 6PX,53.183702,-0.811033
NG23 7LB,53.145703,-0.760437
NG24 1QD,53.074931,-0.80497
NG24 1QH,53.07286,-0.804383
NG24 3HJ,53.052881,-0.786468
NG24 4XG,53.073931,-0.811742
NG25 0AL,53.081329,-0.955516
NG3 2FW,52.957865,-1.128529
NG3 3GG,52.962324,-1.136804
NG3 5LB,52.98613,-1.119038
NG3 6EU,52.980422,-1.103411
NG3 6EW,52.98153,-1.107646
NG3 7DQ,52.956552,-1.118567
NG3 7EJ,52.960219,-1.104957
NG31 6HR,52.906499,-0.638613
NG31 6QA,52.910073,-0.639825
NG31 6RQ,52.91379,-0.642556
NG31 7XT,52.901355,-0.662707
NG31 9NS,52.920116,-0.615786
NG32 1QS,52.852515,-0.7611
NG32 3PP,52.981851,-0.536327
NG33 4BB,52.80997,-0.514006
NG33 4RZ,52.75451,-0.537958
NG33 5NJ,52.806388,-0.619356
NG34 0QQ,52.893623,-0.340804
NG34 7HD,52.997784,-0.406507
NG34 9GQ,53.048226,-0.400977
NG34 9QP,52.981326,-0.30904
NG4 1JA,52.965774,-1.11357
NG4 2FN,52.962316,-1.078505
NG4 3DQ,52.967784,-1.084732
NG4 3JA,52.972472,-1.082575
NG5 1NA,52.990092,-1.168398
NG5 2EJ,52.974714,-1.150216
NG5 2JJ,52.979645,-1.147823
NG5 3HU,52.990437,-1.14974
NG5 4AD,52.983794,-1.141593
NG5 5EB,53.011477,-1.174951
NG5 5GU,52.99873,-1.17363
NG5 5HW,52.994893,-1.162245
NG5 6HP,53.001513,-1.140138
NG5 7BP,53.005324,-1.130211
NG5 7BQ,53.00411,-1.12882
NG6 0HD,52.978865,-1.180398
NG6 8AQ,53.00717,-1.193037
NG6 8QJ,52.998061,-1.196589
NG6 8QJ,52.998061,-1.196589
NG7 2DW,52.950658,-1.177031
NG7 2GW,52.948044,-1.18318
NG7 2QW,52.942177,-1.195942
NG7 3GW,52.956381,-1.167635
NG7 3GW,52.956381,-1.167635
NG7 5HY,52.964495,-1.171945
NG7 5HY,52.964495,-1.171945
NG7 5HY,52.964495,-1.171945
NG7 6ER,52.966506,-1.168583
NG7 7AD,52.97426,-1.162019
NG7 7DS,52.977238,-1.172279
NG8 1FG,52.953471,-1.195033
NG8 2GR,52.949242,-1.230829
NG8 3LF,52.961504,-1.198142
NG8 4HQ,52.960227,-1.235252
NG8 4PN,52.963966,-1.231062
NG8 5HL,52.975767,-1.192728
NG8 5RU,52.971943,-1.204191
NG8 6AB,52.982321,-1.196805
NG8 6LN,52.973231,-1.227726
NG9 1GA,52.925036,-1.216371
NG9 2NY,52.928031,-1.215186
NG9 2QP,52.933114,-1.21993
NG9 3HF,52.935604,-1.244985
NG9 6DX,52.90539,-1.242031
NG9 8DA,52.931099,-1.273642
NG9 8DA,52.931099,-1.273642
NG9 8PN,52.936258,-1.264431
NN1 1LG,52.236958,-0.891085
NN1 3DS,52.242231,-0.897266
NN1 4QA,52.248787,-0.87374
NN1 4SB,52.250464,-0.876378
NN1 5LT,52.241216,-0.867915
NN1 5LY,52.242766,-0.866422
NN10 0GP,52.286302,-0.582081
NN10 8ED,52.308107,-0.593822
NN10 9EB,52.283422,-0.596054
NN10 9TR,52.290335,-0.605178
NN11 4DY,52.25204,-1.160866
NN11 4FE,52.260319,-1.160725
NN11 6XN,52.174071,-1.242893
NN12 6HD,52.126878,-0.992745
NN12 6HH,52.127159,-0.991993
NN12 8BL,52.143726,-1.022585
NN13 6JJ,52.03801,-1.154121
NN13 6QZ,52.038067,-1.137701
NN14 1SN,52.375858,-0.814511
NN14 4GD,52.399512,-0.53774
NN14 4QL,52.399796,-0.537451
NN14 6JQ,52.425797,-0.807981
NN15 5PU,52.359891,-0.677325
NN15 7HP,52.394002,-0.72814
NN15 7NX,52.397046,-0.716133
NN16 8DN,52.401531,-0.733538
NN16 8DN,52.401531,-0.733538
NN16 8JZ,52.402535,-0.729365
NN17 1LG,52.496929,-0.704402
NN17 1QP,52.495882,-0.704816
NN17 2UR,52.490495,-0.713076
NN18 0QP,52.48386,-0.711414
NN18 8LU,52.470376,-0.721317
NN2 6AA,52.24742,-0.897416
NN2 6AL,52.246093,-0.897844
NN2 6LS,52.253351,-0.903188
NN2 7JN,52.258155,-0.891963
NN2 7PB,52.258245,-0.882144
NN2 8LL,52.272686,-0.90249
NN29 7AW,52.282158,-0.645733
NN3 2HZ,52.257913,-0.870915
NN3 2JG,52.253262,-0.865891
NN3 5EN,52.255823,-0.803796
NN3 7QP,52.285969,-0.852786
NN3 8AW,52.268682,-0.841889
NN3 8DW,52.26834,-0.841253
NN3 8DW,52.26834,-0.841253
NN3 8HZ,52.263844,-0.836681
NN4 0NY,52.205152,-0.904374
NN4 6LW,52.202287,-0.886417
NN4 8QF,52.219563,-0.902848
NN5 6FR,52.245202,-0.940211
NN6 0EU,52.264648,-0.758162
NN6 7QB,52.30049,-1.08255
NN6 7TT,52.343212,-1.135861
NN6 8QE,52.356797,-1.031519
NN7 1HT,52.213968,-0.773729
NN7 3QN,52.211409,-1.005426
NN8 1LT,52.298005,-0.677687
NN8 3QE,52.304899,-0.7186
NN8 4RW,52.303398,-0.695567
NN8 4UT,52.314792,-0.701555
NN9 5GA,52.32438,-0.614041
NN9 5LJ,52.337022,-0.652145
NN9 6ET,52.344743,-0.539225
NN9 6UA,52.345677,-0.547783
NR1 1RB,52.626219,1.298746
NR1 3JJ,52.6183,1.296577
NR1 4NU,52.632405,1.319958
NR10 4QT,52.764223,1.108074
NR11 6BW,52.791348,1.253177
NR11 7NP,52.862379,1.247526
NR11 8AR,52.87544,1.431265
NR12 7HA,52.730748,1.363255
NR12 8DU,52.71676,1.420684
NR12 9BU,52.770038,1.517525
NR13 3RA,52.640969,1.548667
NR13 4PL,52.63755,1.449801
NR13 5RP,52.622669,1.437022
NR14 6QH,52.534624,1.47395
NR14 7FA,52.576264,1.337388
NR14 7JT,52.572517,1.34355
NR15 2UY,52.491027,1.229088
NR16 2AD,52.43909,0.932279
NR17 2AS,52.514861,1.020755
NR18 0AF,52.567921,1.113879
NR18 0RF,52.572176,1.121665
NR19 1AE,52.678213,0.944176
NR19 1LD,52.666121,0.940694
NR19 2EN,52.683767,0.942383
NR2 2BQ,52.624459,1.280248
NR2 2TJ,52.623967,1.286835
NR2 3QX,52.626243,1.261142
NR2 4BX,52.631028,1.28064
NR20 3QA,52.658795,1.034195
NR20 5JS,52.752311,0.943019
NR21 8SY,52.839329,0.867593
NR23 1JP,52.954949,0.853218
NR25 6QA,52.914476,1.116042
NR26 8RT,52.939688,1.214777
NR27 0BG,52.924457,1.307888
NR28 0BQ,52.820065,1.38334
NR28 0BQ,52.820065,1.38334
NR29 3AW,52.67288,1.61366
NR29 3RW,52.674686,1.685649
NR29 5AB,52.709131,1.534423
NR3 1SE,52.633973,1.298303
NR3 2HW,52.643921,1.285656
NR3 3DL,52.634248,1.289706
NR3 3UA,52.652531,1.280993
NR3 4LE,52.643625,1.299479
NR3 4LF,52.643272,1.298944
NR30 1QP,52.619127,1.725527
NR30 2HW,52.606534,1.729236
NR31 0DW,52.604758,1.71853
NR31 6QB,52.577124,1.727734
NR31 8HS,52.584751,1.698455
NR32 1JE,52.482123,1.756043
NR32 1PL,52.480232,1.752721
NR32 3LJ,52.478072,1.715177
NR33 0HF,52.467723,1.743569
NR33 7QA,52.420772,1.717841
NR33 8LG,52.457187,1.705996
NR33 9DF,52.456916,1.715485
NR33 9LU,52.471024,1.716498
NR34 9NX,52.453288,1.562886
NR35 1LP,52.44971,1.442974
NR4 6TA,52.60256,1.236594
NR4 7TJ,52.622369,1.241391
NR5 0GB,52.648844,1.203795
NR5 0RS,52.6458,1.217235
NR5 8AD,52.631792,1.240817
NR6 5QJ,52.670098,1.253831
NR6 7HQ,52.66789,1.300178
NR7 0AJ,52.637255,1.337135
NR7 9QL,52.641981,1.341071
NR8 6EE,52.679249,1.226135
NR8 6JR,52.681489,1.196182
NR9 4JB,52.58146,0.98743
NW1 1HY,51.529916,-0.130607
NW1 1HY,51.529916,-0.130607
NW1 1TN,51.5346,-0.137293
NW1 2LS,51.528275,-0.138243
NW1 3RH,51.52933,-0.141819
NW1 5JD,51.522838,-0.151539
NW1 5JD,51.522838,-0.151539
NW1 5LT,51.522838,-0.151539
NW1 8UR,51.542184,-0.156322
NW10 2PT,51.547532,-0.233873
NW10 3RY,51.54286,-0.235526
NW10 3RY,51.54286,-0.235526
NW10 4ST,51.534531,-0.242999
NW10 5UY,51.53387,-0.234316
NW10 7NS,51.530936,-0.269161
NW10 8RY,51.542472,-0.263604
NW10 8RY,51.542472,-0.263604
NW10 8TF,51.550634,-0.260211
NW10 9AR,51.538402,-0.253535
NW10 9HP,51.54757,-0.253241
NW11 7NP,51.575077,-0.195937
NW11 7TE,51.581101,-0.197792
NW11 7TE,51.581101,-0.197792
NW11 8BB,51.575314,-0.202793
NW11 8NH,51.569038,-0.199318
NW11 9AY,51.576422,-0.204669
NW2 1HS,51.561035,-0.205611
NW2 1PA,51.568512,-0.208794
NW2 3AN,51.55483,-0.216241
NW2 3PS,51.551496,-0.209473
NW2 3UY,51.553779,-0.216091
NW2 4RT,51.550346,-0.219557
NW2 5HA,51.544182,-0.22584
NW2 6DJ,51.556273,-0.217642
NW2 6EA,51.564409,-0.227792
NW2 6JH,51.558771,-0.24612
NW2 6JH,51.558771,-0.24612
NW2 7SA,51.559667,-0.247382
NW3 1NR,51.555534,-0.17103
NW3 2QU,51.553171,-0.163076
NW3 2SE,51.556029,-0.165647
NW3 3NP,51.542708,-0.172539
NW3 3RY,51.543548,-0.161257
NW3 5BY,51.547952,-0.1744
NW4 1DG,51.589872,-0.214883
NW4 3EB,51.579655,-0.225729
NW4 4AE,51.587311,-0.223569
NW4 4QR,51.592732,-0.226161
NW5 1TR,51.555134,-0.145314
NW5 2BX,51.546404,-0.139978
NW5 2UP,51.550467,-0.138116
NW5 3LN,51.546913,-0.147117
NW5 4EB,51.549657,-0.151779
NW6 1AE,51.552261,-0.195423
NW6 1DS,51.554654,-0.196626
NW6 1TP,51.55004,-0.196578
NW6 4BJ,51.540539,-0.185172
NW6 5DE,51.533288,-0.203108
NW6 6RR,51.536897,-0.20448
NW6 7JQ,51.543507,-0.200258
NW7 1GR,51.606969,-0.210815
NW7 2HX,51.614985,-0.243591
NW7 3QB,51.614861,-0.260033
NW8 0AG,51.537967,-0.185132
NW8 8EG,51.524736,-0.169323
NW8 9NH,51.533473,-0.175461
NW8 9SP,51.532275,-0.171284
NW9 0EF,51.591733,-0.265508
NW9 0QP,51.594983,-0.268792
NW9 0TA,51.587088,-0.254209
NW9 5XT,51.601578,-0.24421
NW9 6DJ,51.591302,-0.249547
NW9 7DG,51.579182,-0.241873
NW9 8LU,51.574931,-0.262165
NW9 9AD,51.589361,-0.265224
NW9 9BY,51.586099,-0.277386
NW9 9SB,51.582963,-0.280565
OL1 1NL,53.543824,-2.116945
OL1 1NL,53.543824,-2.116945
OL1 1NL,53.543824,-2.116945
OL1 1NL,53.543824,-2.116945
OL1 1NL,53.543824,-2.116945
OL1 1NL,53.543824,-2.116945
OL1 3UL,53.543625,-2.108554
OL1 4JU,53.561455,-2.076954
OL10 2BS,53.587143,-2.212052
OL10 3SD,53.58737,-2.239335
OL10 4NH,53.594259,-2.218524
OL10 4PW,53.595186,-2.2277
OL10 4RG,53.593657,-2.241622
OL11 1AD,53.606581,-2.147479
OL11 1DN,53.611678,-2.154253
OL11 1DN,53.611678,-2.154253
OL11 1DN,53.611678,-2.154253
OL11 1DN,53.611678,-2.154253
OL11 2JG,53.59378,-2.155668
OL11 3HY,53.597034,-2.18229
OL11 5AQ,53.622297,-2.188671
OL12 0SN,53.633087,-2.162786
OL12 6RT,53.619565,-2.165652
OL12 6RX,53.619474,-2.165423
OL12 8QS,53.661184,-2.173956
OL12 9BE,53.62423,-2.144639
OL13 9NR,53.699744,-2.198274
OL14 5RN,53.713651,-2.092159
OL14 5RN,53.713651,-2.092159
OL15 8AQ,53.642757,-2.097994
OL15 8AR,53.642442,-2.0994
OL15 8HF,53.642995,-2.103349
OL15 8HF,53.642995,-2.103349
OL16 2DN,53.620446,-2.152215
OL16 2UP,53.622824,-2.14084
OL16 2UY,53.622746,-2.138344
OL16 4AT,53.613309,-2.136045
OL16 4JF,53.603402,-2.103841
OL16 4JF,53.603402,-2.103841
OL2 5QL,53.566464,-2.126109
OL2 6QW,53.566109,-2.121594
OL2 8ST,53.574817,-2.095994
OL2 8ST,53.574817,-2.095994
OL3 6AH,53.548331,-2.004957
OL4 1BN,53.537929,-2.096166
OL4 1JN,53.542109,-2.095467
OL4 1YN,53.537786,-2.095095
OL4 1YN,53.537786,-2.095095
OL4 1YN,53.537786,-2.095095
OL4 2RJ,53.548913,-2.082714
OL4 3BP,53.540281,-2.074881
OL4 3DG,53.53879,-2.07266
OL5 0HE,53.517861,-2.045643
OL5 9AB,53.51405,-2.04063
OL5 9AJ,53.515337,-2.040966
OL6 6EW,53.489505,-2.088807
OL6 6HF,53.489604,-2.088476
OL6 6NE,53.49291,-2.078053
OL6 7SR,53.485827,-2.099981
OL6 9QH,53.493647,-2.078642
OL7 0LH,53.48085,-2.107519
OL7 0NW,53.478205,-2.110496
OL7 9EJ,53.498778,-2.103916
OL8 1DF,53.540449,-2.119272
OL8 2QD,53.52011,-2.100756
OL8 3HF,53.525357,-2.111235
OL8 3TR,53.522114,-2.127652
OL8 4LR,53.529137,-2.134298
OL9 0LH,53.545559,-2.142182
OL9 0LH,53.545559,-2.142182
OL9 7AY,53.53731,-2.130534
OL9 7AY,53.53731,-2.130534
OL9 7AY,53.53731,-2.130534
OL9 7SG,53.535037,-2.139039
OL9 8NH,53.533131,-2.14508
OX1 1UL,51.747533,-1.257774
OX1 2NA,51.754808,-1.261454
OX1 3EF,51.752835,-1.257339
OX1 3EF,51.752835,-1.257339
OX1 3EF,51.752835,-1.257339
OX10 6RL,51.620584,-1.106159
OX10 7NE,51.663989,-1.176774
OX10 9DU,51.595495,-1.128258
OX11 0BB,51.603637,-1.258898
OX11 7GD,51.614986,-1.240963
OX11 7JH,51.606523,-1.247631
OX12 9BN,51.598763,-1.425847
OX12 9BN,51.598763,-1.425847
OX14 1BT,51.66958,-1.302953
OX14 1XR,51.688163,-1.275136
OX14 3EL,51.658625,-1.211451
OX14 3JY,51.672058,-1.282973
OX14 3LB,51.672022,-1.281513
OX15 0TQ,51.982906,-1.322171
OX15 4ES,52.018108,-1.372977
OX15 5RQ,52.037614,-1.479244
OX16 3WT,52.06713,-1.320138
OX16 9AD,52.057428,-1.34069
OX16 9DB,52.051228,-1.336494
OX16 9SA,52.058899,-1.343294
OX17 1FB,52.116731,-1.320027
OX18 1JA,51.76504,-1.586716
OX18 2LJ,51.729032,-1.55034
OX18 4LS,51.807721,-1.638787
OX2 6NW,51.760293,-1.265958
OX2 6NW,51.760293,-1.265958
OX2 7BS,51.774383,-1.26328
OX2 7BT,51.774771,-1.263535
OX2 9JS,51.753753,-1.299442
OX20 1UB,51.846614,-1.354545
OX26 6AT,51.896742,-1.157239
OX26 6HT,51.896191,-1.158078
OX26 6XX,51.891398,-1.138371
OX28 3FS,51.782265,-1.473765
OX28 6JQ,51.786441,-1.486793
OX28 6JS,51.787328,-1.488928
OX29 4QB,51.781468,-1.375693
OX3 9BP,51.761474,-1.215037
OX3 9JA,51.76203,-1.204547
OX33 1DP,51.748681,-1.138182
OX4 1JS,51.748294,-1.241281
OX4 1XB,51.747668,-1.232108
OX4 1XD,51.747185,-1.232493
OX4 1XD,51.747185,-1.232493
OX4 2HL,51.734812,-1.212439
OX4 2NB,51.736247,-1.207422
OX4 4DH,51.73536,-1.232273
OX4 7EX,51.717529,-1.197009
OX49 5AF,51.640789,-0.994611
OX5 1AP,51.821558,-1.289236
OX5 2NS,51.815501,-1.280859
OX5 2TQ,51.824927,-1.238616
OX7 3PQ,51.874298,-1.482074
OX7 5FA,51.945593,-1.535071
OX7 6BW,51.863259,-1.597376
OX9 3JZ,51.745004,-0.968567
PE1 2EJ,52.577858,-0.245486
PE1 2QP,52.584016,-0.240576
PE1 2UF,52.581508,-0.238095
PE1 3BF,52.587,-0.245977
PE1 3HP,52.595274,-0.254566
PE1 4FS,52.598112,-0.231316
PE10 9BT,52.775699,-0.376781
PE10 9XR,52.768626,-0.380913
PE11 1UN,52.787253,-0.145012
PE11 2BY,52.794037,-0.147427
PE11 3DT,52.801469,-0.15089
PE11 4NL,52.869915,-0.159263
PE12 6QB,52.79766,-0.062945
PE12 7DE,52.801978,0.01835
PE12 7EE,52.804623,0.015639
PE12 9HB,52.785244,0.118301
PE13 1JU,52.665181,0.156383
PE13 3AN,52.669088,0.162062
PE13 3UZ,52.6657,0.163907
PE13 4LF,52.660947,0.050459
PE14 7RR,52.705441,0.275043
PE14 9BT,52.599783,0.224643
PE15 0GN,52.482377,0.17936
PE15 8BG,52.551522,0.082495
PE15 9BF,52.548823,0.091322
PE15 9BY,52.548412,0.092097
PE16 6EX,52.457422,0.051852
PE19 1AG,52.228966,-0.267116
PE19 1BQ,52.229393,-0.265276
PE19 1DZ,52.232524,-0.262072
PE19 5DA,52.267702,-0.342284
PE19 5SZ,52.291764,-0.254174
PE2 5GP,52.547566,-0.282135
PE2 5RQ,52.54464,-0.303073
PE2 8AY,52.558324,-0.234199
PE2 9QB,52.562595,-0.261548
PE20 1DS,52.930739,-0.058586
PE20 2ET,52.901742,-0.097607
PE20 3JE,52.940617,-0.158921
PE21 6JU,52.975102,-0.022798
PE21 6PF,52.981526,-0.021998
PE21 8EG,52.975942,-0.033522
PE21 8UE,52.9735,-0.025925
PE22 8AA,53.092409,0.005236
PE22 9LE,53.030138,0.100204
PE23 5LG,53.173049,0.098963
PE25 2RN,53.157661,0.331229
PE25 3TD,53.142055,0.319124
PE26 1BP,52.448482,-0.108107
PE27 3ER,52.343316,-0.075654
PE27 3TP,52.33533,-0.077762
PE27 5JD,52.324255,-0.070142
PE28 0JF,52.302566,-0.389167
PE28 2RQ,52.400913,-0.08438
PE28 4EQ,52.371699,-0.256797
PE28 5SU,52.440271,-0.28478
PE29 3EZ,52.334236,-0.188273
PE29 3RL,52.332272,-0.179856
PE29 7HN,52.345399,-0.175734
PE3 6AP,52.573258,-0.258436
PE3 6HA,52.57839,-0.262039
PE3 7JW,52.591395,-0.269054
PE3 8DT,52.590431,-0.281891
PE30 3PT,52.790343,0.437136
PE30 4DY,52.757292,0.423448
PE30 5QX,52.74754,0.406
PE30 5SY,52.752015,0.401519
PE31 7EX,52.90988,0.491184
PE31 8EN,52.94409,0.730613
PE32 1DW,52.773528,0.548419
PE32 2JQ,52.778675,0.662309
PE32 2NW,52.722306,0.790119
PE33 0TU,52.666799,0.391163
PE33 9AG,52.589033,0.509114
PE34 4LZ,52.7597,0.297035
PE37 7HJ,52.655081,0.686794
PE37 7QN,52.648544,0.690513
PE37 7RD,52.645997,0.690978
PE38 9AF,52.601025,0.382173
PE38 9DP,52.602929,0.375664
PE38 9JE,52.603925,0.374326
PE4 7DH,52.606597,-0.241488
PE5 7AF,52.577435,-0.352472
PE6 0AL,52.671938,-0.163567
PE6 0SD,52.622001,-0.103578
